Data,Label
 যদি পারেন একবার বরিশালে গৌরনদী তে আসবেন এখানের দই খেয়ে যাবেন ভাইয়া ,1
 খাই দাই ডটকম এর খালেক সাইফুল্লাহ ভাই থাকলে আরো ভাল লাগতো ,1
 সুশিক্ষাই জাতির মেরুদন্ড ,1
" বিদেশি স্যাটেলাইট যে ভাড়া করার কথা বললে , ভাড়া কত দিতে হয় বছরে আপনার মাথায় যদি ভাড়া তাহলে এই কথা বলতেন না। ২ বছরে আগে যে ভাড়া যে বাংলাদেশ , সেই ভাড়া বছরের টাকা দিয়ে দিতো তা স্যাটেলাইট বানানো যেতো। এবার বুঝেছেন লাভ তা কোথায়? ",0
" দেশের যায় যায় অবস্থা আর এনারা আসছে দাদাদের সোদন দেখাতে , দালালি বন্ধ করে দেশের বর্তমান অবস্থা গুলো তুলে ধরুন ",2
 সবাই মিলে করি কাজ হ্যারি জিতি নাহি মিলে ,1
 ভাই আপনি যতটুকু সম্ভব করি কথা বলুন। শুনতে ভালো লাগবে ,0
" আওয়ামী লীগের বেশি ভাগ নেতাই দূর্নীতিবাজ , চরিত্রহীন , কোটি কোটি অবৈধ সম্পত্তির মালিক ",2
" এখন অনেকের মতে , তখন হিটলার সব ইহুদীগুলা হত্যা করে ফেললে ভালো হতো ",0
 ঠিক বলেছেন ভাই কয়েকদিন আগেই তো কয়েকটা ভিডিও দেখলাম কি অবস্থা ছি ছি ছি ,2
 ছি ছি আগুন দিয়ে শুরু ইয়া আল্লাহ আমাদের সবাইকে হেফাজত করুন। আমিন ,1
 বাবিকে এত জাল খাওয়ানো ঠিক না ,2
 এইটা তো আসল খেতা পুরি না ভাই : ৩ ,0
 প্রতিনিয়ত আপনার নতুন নতুন খাবারের ভিডিও আপনার আপনি বহু দুর যাবেন নতুন করলাম ভাইজান। আদনান ভাইয়ার জন্য অবিরাম ভালোবাসা রইলো ❤ ,1
 পিছনে দুজন মুর্তি দ্বারা করায় লাগছে ,0
" এই ব্যাপার তার অভাব তাই অ্যামি কলকাতার রেস্টুরেন্টে দারা বলেছিলাম। অটোরিকশাচালক কি কেউ টের চাইছেন? অথচ , কলকাতায় কিসের কি! খাওয়ার জন্য বসার যে ব্যবস্হা করা লাগে , মিষ্টির দোকানে তাও নাই ",2
 কুমির খাননা অথচ আল্লাহর নাম না নিয়ে নিয়ে হারাম জিনিস চিকেন জবেহকরা ,2
